Title.1;Title.2;Title.3;Title.4;Date;DiaSemana
Sense8; Temporada 1; Al final todos seremos juzgados por el valor de nuestros corazones;;sábado, 10 de agosto de 2019;7
Sense8; Temporada 1; ¿QHSD?;;sábado, 10 de agosto de 2019;7
Sense8; Temporada 1; Demonios;;viernes, 9 de agosto de 2019;6
Sense8; Temporada 1; El arte es como la religión;;lunes, 5 de agosto de 2019;2
Sense8; Temporada 1; What’s Going On?;;domingo, 4 de agosto de 2019;1
Sense8; Temporada 1; Los que saben le apuestan a la perra flaca;;domingo, 4 de agosto de 2019;1
Sense8; Temporada 1; Estamos unidos;;domingo, 4 de agosto de 2019;1
Sense8; Temporada 1; Resonancia límbica;;domingo, 4 de agosto de 2019;1
Dark; Temporada 2; Principios y finales;;domingo, 28 de julio de 2019;1
Dark; Temporada 1; Alfa y omega;;domingo, 28 de julio de 2019;1
Boi;;;;sábado, 27 de julio de 2019;7
Dark; Temporada 1; Todo es ahora;;sábado, 27 de julio de 2019;7
Dark; Temporada 1; Cosechas lo que siembras;;sábado, 27 de julio de 2019;7
Zona blanca; Temporada 1; Cuando llegas al pueblo;;jueves, 25 de julio de 2019;5
6 días;;;;domingo, 21 de julio de 2019;1
Bajo sospecha; Temporada 1; Episodio 1;;domingo, 21 de julio de 2019;1
A quemarropa;;;;domingo, 21 de julio de 2019;1
Dark; Temporada 1; Encrucijadas;;sábado, 20 de julio de 2019;7
La casa de papel; Parte 3; La deriva;;sábado, 20 de julio de 2019;7
La casa de papel; Parte 3; Pequeñas vacaciones;;sábado, 20 de julio de 2019;7
La casa de papel; Parte 3; Todo pareció insignificante;;sábado, 20 de julio de 2019;7
La casa de papel; Parte 3; Bum, bum, ciao;;sábado, 20 de julio de 2019;7
La casa de papel; Parte 3; La hora del delfín;;sábado, 20 de julio de 2019;7
La casa de papel; Parte 3; 48 metros bajo el suelo;;sábado, 20 de julio de 2019;7
La casa de papel; Parte 3; Aikido;;viernes, 19 de julio de 2019;6
La casa de papel; Parte 3; Hemos vuelto;;viernes, 19 de julio de 2019;6
Dark; Temporada 1; Sic mundus creatus est;;lunes, 15 de julio de 2019;2
Dark; Temporada 1; Verdades;;domingo, 14 de julio de 2019;1
Dark; Temporada 1; Dobles vidas;;domingo, 14 de julio de 2019;1
Dark; Temporada 1; Pasado y presente;;sábado, 13 de julio de 2019;7
Dark; Temporada 1; Mentiras;;sábado, 13 de julio de 2019;7
Dark; Temporada 1; Secretos;;sábado, 13 de julio de 2019;7
Easy; Temporada 3; Me gusta;;miércoles, 10 de julio de 2019;4
Los 100; Temporada 5; Edén;;martes, 9 de julio de 2019;3
Blindspot; Temporada 3; En recuerdo de;;martes, 9 de julio de 2019;3
Blindspot; Temporada 3; Deserción;;martes, 9 de julio de 2019;3
Blindspot; Temporada 3; Déjalo ir;;martes, 9 de julio de 2019;3
Blindspot; Temporada 3; Galaxia de mentes;;martes, 9 de julio de 2019;3
Blindspot; Temporada 3; Noche ajetreada;;martes, 9 de julio de 2019;3
Blindspot; Temporada 3; Ni una palabra;;lunes, 8 de julio de 2019;2
Blindspot; Temporada 3; Evasión ingeniosa;;lunes, 8 de julio de 2019;2
Blindspot; Temporada 3; Deducciones;;lunes, 8 de julio de 2019;2
Blindspot; Temporada 3; Para siempre;;lunes, 8 de julio de 2019;2
Blindspot; Temporada 3; Tiro de advertencia;;lunes, 8 de julio de 2019;2
Blindspot; Temporada 3; Una amistad legendaria;;lunes, 8 de julio de 2019;2
Blindspot; Temporada 3; Magos de la tecnología;;lunes, 8 de julio de 2019;2
Blindspot; Temporada 3; La balanza del poder;;lunes, 8 de julio de 2019;2
Blindspot; Temporada 3; Llamas que arden;;domingo, 7 de julio de 2019;1
Blindspot; Temporada 3; Ciudadanos bajo abrigo;;domingo, 7 de julio de 2019;1
Blindspot; Temporada 3; Arregla mi actual caos;;domingo, 7 de julio de 2019;1
Blindspot; Temporada 3; Adorable sospechoso;;domingo, 7 de julio de 2019;1
Blindspot; Temporada 3; Este profundo legado;;domingo, 7 de julio de 2019;1
Blindspot; Temporada 3; Juego de armas;;sábado, 6 de julio de 2019;7
Blindspot; Temporada 3; El oficio al revés;;sábado, 6 de julio de 2019;7
Blindspot; Temporada 3; La bolsa de trucos del enemigo;;viernes, 5 de julio de 2019;6
Blindspot; Temporada 3; De vuelta al trabajo;;lunes, 1 de julio de 2019;2
Blindspot; Temporada 2; Ahuyenta la enfermedad;;lunes, 1 de julio de 2019;2
Blindspot; Temporada 2; Mamá;;domingo, 30 de junio de 2019;1
Blindspot; Temporada 2; Confianza y mentiras;;domingo, 30 de junio de 2019;1
Blindspot; Temporada 2; Una reunión muy colorida;;domingo, 30 de junio de 2019;1
Blindspot; Temporada 2; Últimas líneas;;domingo, 30 de junio de 2019;1
Blindspot; Temporada 2; Solos;;domingo, 30 de junio de 2019;1
Blindspot; Temporada 2; El mal que reside en mí me hace vivir;;domingo, 30 de junio de 2019;1
Blindspot; Temporada 2; Ataca, César, no seas cobarde;;domingo, 30 de junio de 2019;1
Blindspot; Temporada 2; Tomar prestado o robar;;domingo, 30 de junio de 2019;1
Blindspot; Temporada 2; Sin mencionar a nadie;;domingo, 30 de junio de 2019;1
Unidad 42; Temporada 1; Cara a cara;;domingo, 30 de junio de 2019;1
Blindspot; Temporada 2; El demonio nunca existió;;domingo, 30 de junio de 2019;1
Blindspot; Temporada 2; Roma;;sábado, 29 de junio de 2019;7
Blindspot; Temporada 2; Nigel Thornton;;sábado, 29 de junio de 2019;7
Blindspot; Temporada 2; Nosotros protegeremos su libertad;;sábado, 29 de junio de 2019;7
Blindspot; Temporada 2; Cuando los soldados atacan, nosotros peleamos;;sábado, 29 de junio de 2019;7
Blindspot; Temporada 2; Solo se sirven a sí mismos;;viernes, 28 de junio de 2019;6
Blindspot; Temporada 2; La armada de Shepherd;;viernes, 28 de junio de 2019;6
Blindspot; Temporada 2; Defiende la constitución;;viernes, 28 de junio de 2019;6
Blindspot; Temporada 2; El FBI;;viernes, 28 de junio de 2019;6
Blindspot; Temporada 2; Su momento está cerca;;miércoles, 26 de junio de 2019;4
Blindspot; Temporada 2; Invocar al miedo;;martes, 25 de junio de 2019;3
Blindspot; Temporada 2; No hay nada más peligroso;;lunes, 24 de junio de 2019;2
Blindspot; Temporada 1; Cuando se archiva la vida;;domingo, 23 de junio de 2019;1
Blindspot; Temporada 1; El orden final será revelado;;domingo, 23 de junio de 2019;1
Blindspot; Temporada 1; A tu nueva casa de seguridad;;sábado, 22 de junio de 2019;7
Misterio a bordo;;;;sábado, 22 de junio de 2019;7
Blindspot; Temporada 1; Ve primero a la carretera oeste;;jueves, 20 de junio de 2019;5
Blindspot; Temporada 1; Enfócate en el tiempo;;jueves, 20 de junio de 2019;5
Blindspot; Temporada 1; Iniciar la secuencia;;jueves, 20 de junio de 2019;5
Blindspot; Temporada 1; Casi en cada lugar que busques;;martes, 18 de junio de 2019;3
Blindspot; Temporada 1; Cualquier ladrón herido;;lunes, 17 de junio de 2019;2
Blindspot; Temporada 1; La llegada con arma;;lunes, 17 de junio de 2019;2
Blindspot; Temporada 1; Reglas del desafío;;lunes, 17 de junio de 2019;2
Blindspot; Temporada 1; Quédate donde estás;;lunes, 17 de junio de 2019;2
Blindspot; Temporada 1; Los científicos buscan fortuna;;lunes, 17 de junio de 2019;2
Blindspot; Temporada 1; Deteniendo al enemigo;;lunes, 17 de junio de 2019;2
Blindspot; Temporada 1; Instrumento casero maligno;;domingo, 16 de junio de 2019;1
Blindspot; Temporada 1; Coqueteo auténtico;;domingo, 16 de junio de 2019;1
Bad Blood; Temporada 1; Festín o hambruna;;lunes, 3 de junio de 2019;2
Bad Blood; Temporada 1; Cicatrices;;lunes, 3 de junio de 2019;2
Zodiaco;;;;sábado, 1 de junio de 2019;7
Lucifer; Temporada 4; Con fecha de expiración;;domingo, 19 de mayo de 2019;1
Lucifer; Temporada 4; Todo por Eva;;domingo, 19 de mayo de 2019;1
Lucifer; Temporada 4; Hombres de poca fe, padre;;sábado, 18 de mayo de 2019;7
Lucifer; Temporada 4; Alguien ha estado leyendo el Infierno de Dante;;domingo, 12 de mayo de 2019;1
Lucifer; Temporada 4; Todo está bien;;domingo, 12 de mayo de 2019;1
El maestro del dinero;;;;sábado, 11 de mayo de 2019;7
Blindspot; Temporada 1; Perseguir enviados;;domingo, 5 de mayo de 2019;1
Blindspot; Temporada 1; De gira;;domingo, 5 de mayo de 2019;1
Blindspot; Temporada 1; Cede tu alma;;domingo, 5 de mayo de 2019;1
Blindspot; Temporada 1; Dividir la ley;;sábado, 4 de mayo de 2019;7
Blindspot; Temporada 1; Los huesos se pudrirán;;jueves, 2 de mayo de 2019;5
Blindspot; Temporada 1; Ocho delgadas sonrisas;;miércoles, 1 de mayo de 2019;4
Blindspot; Temporada 1; Un grito perdido;;miércoles, 1 de mayo de 2019;4
Blindspot; Temporada 1; Piloto;;miércoles, 1 de mayo de 2019;4
Dark Net; La Red Oscura  Obsesión;;;martes, 30 de abril de 2019;3
Triple 9;;;;martes, 30 de abril de 2019;3
El apostador;;;;domingo, 28 de abril de 2019;1
Arenas movedizas; Temporada 1; Detenida;;domingo, 28 de abril de 2019;1
Arenas movedizas; Temporada 1; Maja;;domingo, 28 de abril de 2019;1
Triple frontera;;;;domingo, 28 de abril de 2019;1
Snowden;;;;sábado, 20 de abril de 2019;7
Ray Donovan; Temporada 3; Cambiar el voto;;sábado, 20 de abril de 2019;7
Emboscada final;;;;viernes, 19 de abril de 2019;6
La cita perfecta;;;;viernes, 19 de abril de 2019;6
She's Beautiful When She's Angry;;;;jueves, 18 de abril de 2019;5
La ley de los audaces; Temporada 8; Harvey;;jueves, 18 de abril de 2019;5
La ley de los audaces; Temporada 8; Caballo de acecho;;domingo, 14 de abril de 2019;1
La ley de los audaces; Temporada 8; Como gotas de agua;;domingo, 14 de abril de 2019;1
La ley de los audaces; Temporada 8; El bien de todos;;sábado, 13 de abril de 2019;7
La ley de los audaces; Temporada 8; Caza de ballenas;;sábado, 13 de abril de 2019;7
La ley de los audaces; Temporada 8; Rocky 8;;miércoles, 10 de abril de 2019;4
Millennials; Temporada 1; Episodio 24;;domingo, 7 de abril de 2019;1
Millennials; Temporada 1; Episodio 23;;domingo, 7 de abril de 2019;1
Millennials; Temporada 1; Episodio 22;;domingo, 7 de abril de 2019;1
Millennials; Temporada 1; Episodio 21;;domingo, 7 de abril de 2019;1
Millennials; Temporada 1; Episodio 20;;domingo, 7 de abril de 2019;1
Millennials; Temporada 1; Episodio 19;;sábado, 6 de abril de 2019;7
Millennials; Temporada 1; Episodio 18;;sábado, 6 de abril de 2019;7
Millennials; Temporada 1; Episodio 17;;sábado, 6 de abril de 2019;7
Millennials; Temporada 1; Episodio 16;;sábado, 6 de abril de 2019;7
Millennials; Temporada 1; Episodio 15;;sábado, 6 de abril de 2019;7
Millennials; Temporada 1; Episodio 14;;sábado, 6 de abril de 2019;7
Millennials; Temporada 1; Episodio 13;;sábado, 6 de abril de 2019;7
Millennials; Temporada 1; Episodio 12;;jueves, 4 de abril de 2019;5
Millennials; Temporada 1; Episodio 11;;jueves, 4 de abril de 2019;5
Millennials; Temporada 1; Episodio 10;;jueves, 4 de abril de 2019;5
Millennials; Temporada 1; Episodio 9;;martes, 2 de abril de 2019;3
Millennials; Temporada 1; Episodio 8;;martes, 2 de abril de 2019;3
Millennials; Temporada 1; Episodio 7;;martes, 2 de abril de 2019;3
Millennials; Temporada 1; Episodio 6;;martes, 2 de abril de 2019;3
Millennials; Temporada 1; Episodio 5;;martes, 2 de abril de 2019;3
Millennials; Temporada 1; Episodio 4;;martes, 2 de abril de 2019;3
Millennials; Temporada 1; Episodio 3;;martes, 2 de abril de 2019;3
Millennials; Temporada 1; Episodio 2;;martes, 2 de abril de 2019;3
Millennials; Temporada 1; Episodio 1;;lunes, 25 de marzo de 2019;2
Crossing Lines; Temporada 1; Special Ops; Parte 2;lunes, 25 de marzo de 2019;2
Crossing Lines; Temporada 1; Special Ops; Parte 1;domingo, 24 de marzo de 2019;1
Crossing Lines; Temporada 1; Depredadores de larga distancia;;sábado, 23 de marzo de 2019;7
En pocas palabras; Temporada 1; Astrología;;lunes, 18 de marzo de 2019;2
Crossing Lines; Temporada 1; La expiración;;lunes, 18 de marzo de 2019;2
Crossing Lines; Temporada 1; Pilot; Parte 2;domingo, 10 de marzo de 2019;1
Crossing Lines; Temporada 1; Pilot; Parte 1;domingo, 10 de marzo de 2019;1
La orden secreta; Temporada 1; Semana infernal (Primera parte);;domingo, 10 de marzo de 2019;1
You; Temporada 1; El castillo de Barba Azul;;domingo, 10 de marzo de 2019;1
You; Temporada 1; Candace;;domingo, 10 de marzo de 2019;1
You; Temporada 1; Soy tuyo;;domingo, 10 de marzo de 2019;1
You; Temporada 1; Todalidad;;domingo, 10 de marzo de 2019;1
You; Temporada 1; Amour fou;;sábado, 9 de marzo de 2019;7
You; Temporada 1; Viviendo con el enemigo;;miércoles, 6 de marzo de 2019;4
You; Temporada 1; El Capitán;;martes, 5 de marzo de 2019;3
You; Temporada 1; Tal vez;;martes, 5 de marzo de 2019;3
You; Temporada 1; El último tipo agradable de Nueva York;;martes, 5 de marzo de 2019;3
You; Temporada 1; Piloto;;martes, 5 de marzo de 2019;3
Gypsy; Temporada 1; Nunca Jamás;;sábado, 2 de marzo de 2019;7
Mowgli - Relatos del libro de la selva;;;;sábado, 2 de marzo de 2019;7
Newness;;;;domingo, 17 de febrero de 2019;1
Dumplin;;;;sábado, 16 de febrero de 2019;7
¡A ordenar con Marie Kondo!; Temporada 1; ¡A ordenar con niños!;;sábado, 16 de febrero de 2019;7
Polar;;;;sábado, 16 de febrero de 2019;7
Lucifer; Temporada 3; Érase una vez;;miércoles, 13 de febrero de 2019;4
Lucifer; Temporada 3; ¡Bu! Normal;;domingo, 10 de febrero de 2019;1
Lucifer; Temporada 3; Un diablo de palabra;;sábado, 9 de febrero de 2019;7
Lucifer; Temporada 3; Decker por excelencia;;sábado, 9 de febrero de 2019;7
Lucifer; Temporada 3; Manos a la obra, Decker;;sábado, 9 de febrero de 2019;7
Lucifer; Temporada 3; Lo que Pierce haga lo puedo mejorar;;viernes, 8 de febrero de 2019;6
Lucifer; Temporada 3; El ángel de San Bernardino;;lunes, 4 de febrero de 2019;2
Lucifer; Temporada 3; Naranja es la nueva Maze;;domingo, 3 de febrero de 2019;1
Élite; Temporada 1; Assilah;;domingo, 3 de febrero de 2019;1
Élite; Temporada 1; Todo estalla;;domingo, 3 de febrero de 2019;1
Élite; Temporada 1; Todo va a salir bien;;domingo, 3 de febrero de 2019;1
Élite; Temporada 1; Todos mienten;;domingo, 3 de febrero de 2019;1
Élite; Temporada 1; El amor es una droga;;domingo, 3 de febrero de 2019;1
Élite; Temporada 1; Sábado noche;;sábado, 2 de febrero de 2019;7
Élite; Temporada 1; Deseo;;sábado, 2 de febrero de 2019;7
Élite; Temporada 1; Bienvenidos;;sábado, 2 de febrero de 2019;7
Marvel - The Punisher; Temporada 2; La tempestad;;sábado, 2 de febrero de 2019;7
Marvel - The Punisher; Temporada 2; Rumbo de colisión;;sábado, 2 de febrero de 2019;7
Marvel - The Punisher; Temporada 2; El abismo;;sábado, 2 de febrero de 2019;7
Lucifer; Temporada 3; El último corazón roto;;miércoles, 30 de enero de 2019;4
Lucifer; Temporada 3; ¡Dejemos que la boba cante!;;miércoles, 30 de enero de 2019;4
Lucifer; Temporada 3; Conejillo de indias del infierno;;martes, 29 de enero de 2019;3
Lucifer; Temporada 3; Tonterías de preparatoria;;martes, 29 de enero de 2019;3
Lucifer; Temporada 3; La responsabilidad de mi hermano;;martes, 29 de enero de 2019;3
Sex Education; Temporada 1; Episodio 8;;lunes, 28 de enero de 2019;2
Sex Education; Temporada 1; Episodio 7;;lunes, 28 de enero de 2019;2
Sex Education; Temporada 1; Episodio 6;;lunes, 28 de enero de 2019;2
Sex Education; Temporada 1; Episodio 5;;lunes, 28 de enero de 2019;2
Sex Education; Temporada 1; Episodio 4;;lunes, 28 de enero de 2019;2
Sex Education; Temporada 1; Episodio 3;;lunes, 28 de enero de 2019;2
Sex Education; Temporada 1; Episodio 2;;lunes, 28 de enero de 2019;2
Sex Education; Temporada 1; Episodio 1;;lunes, 28 de enero de 2019;2
Marvel - The Punisher; Temporada 2; Las tinieblas del pasado;;lunes, 28 de enero de 2019;2
Marvel - The Punisher; Temporada 2; Ellos o nosotros;;domingo, 27 de enero de 2019;1
Marvel - The Punisher; Temporada 2; El guardián de mi hermano;;domingo, 27 de enero de 2019;1
Lucifer; Temporada 3; Hasta que la muerte nos parta;;domingo, 27 de enero de 2019;1
Lucifer; Temporada 3; Todo por ella;;domingo, 27 de enero de 2019;1
Lucifer; Temporada 3; ¿Ciudad de ángeles?;;domingo, 27 de enero de 2019;1
Marvel - The Punisher; Temporada 2; Mal día;;sábado, 26 de enero de 2019;7
Marvel - The Punisher; Temporada 2; Nakazat;;sábado, 26 de enero de 2019;7
Lucifer; Temporada 3; El lugar del pecado;;sábado, 26 de enero de 2019;7
Lucifer; Temporada 3; El hombre del pecado;;jueves, 24 de enero de 2019;5
Lucifer; Temporada 3; Chloe se hace Lucifer;;lunes, 21 de enero de 2019;2
Lucifer; Temporada 3; Extraoficialmente;;domingo, 20 de enero de 2019;1
Lucifer; Temporada 3; Las Vegas con un poco de dulce;;domingo, 20 de enero de 2019;1
Marvel - The Punisher; Temporada 2; Cuidado con las jotas;;domingo, 20 de enero de 2019;1
Marvel - The Punisher; Temporada 2; Cicatrices;;sábado, 19 de enero de 2019;7
Marvel - The Punisher; Temporada 2; Agitar el agua;;sábado, 19 de enero de 2019;7
Marvel - The Punisher; Temporada 2; Luchar o correr;;sábado, 19 de enero de 2019;7
Marvel - The Punisher; Temporada 2; Roadhouse Blues;;sábado, 19 de enero de 2019;7
Stand Up and Away! with Brian Regan; Temporada 1; Episodio 2;;viernes, 18 de enero de 2019;6
Lucifer; Temporada 3; Bienvenida, Charlotte Richards;;viernes, 18 de enero de 2019;6
Lucifer; Temporada 3; ¿Qué haría Lucifer?;;viernes, 18 de enero de 2019;6
Stand Up and Away! with Brian Regan; Temporada 1; Episodio 1;;viernes, 18 de enero de 2019;6
Lucifer; Temporada 3; Señor y señora Mazikeen Smith;;lunes, 14 de enero de 2019;2
Lucifer; Temporada 3; El que tiene la pequeña zanahoria;;lunes, 14 de enero de 2019;2
Lucifer; Temporada 2; La azafata interrumpiendo;;lunes, 14 de enero de 2019;2
Lucifer; Temporada 3; Han vuelto, ¿cierto?;;domingo, 13 de enero de 2019;1
Lucifer; Temporada 2; El bueno, el malo y el crujiente;;domingo, 13 de enero de 2019;1
Lucifer; Temporada 2; Simpatía por la diosa;;domingo, 13 de enero de 2019;1
Lucifer; Temporada 2; Dios Johnson;;domingo, 13 de enero de 2019;1
Lucifer; Temporada 2; Parásito abominable;;domingo, 13 de enero de 2019;1
Lucifer; Temporada 2; Dulce Estrella de la Mañana;;domingo, 13 de enero de 2019;1
Lucifer; Temporada 2; Un buen día para morir;;sábado, 12 de enero de 2019;7
Lucifer; Temporada 2; Las agarraderas del amor;;sábado, 12 de enero de 2019;7
Lucifer; Temporada 2; Maldito criminal;;jueves, 10 de enero de 2019;5
Lucifer; Temporada 2; Rompehogares;;martes, 8 de enero de 2019;3
Lucifer; Temporada 2; Al filo de la navaja;;martes, 8 de enero de 2019;3
Lucifer; Temporada 2; Mi adorada hija;;lunes, 7 de enero de 2019;2
Lucifer; Temporada 2; Monstruo;;domingo, 6 de enero de 2019;1
Lucifer; Temporada 2; El Exterminador;;domingo, 6 de enero de 2019;1
Lucifer; Temporada 2; Las señoritas se van;;domingo, 6 de enero de 2019;1
Lucifer; Temporada 2; Devorador de pecados;;domingo, 6 de enero de 2019;1
Lucifer; Temporada 2; Engaña engañadora, dijo la gran zorra infame;;viernes, 4 de enero de 2019;6
Lucifer; Temporada 2; Todo resulta bien para Lucifer;;viernes, 4 de enero de 2019;6
Lucifer; Temporada 1; Regrésame al Infierno;;jueves, 3 de enero de 2019;5
Lucifer; Temporada 1; #EquipoLucifer;;jueves, 3 de enero de 2019;5
Black Mirror; Bandersnatch;;;jueves, 3 de enero de 2019;5
Lucifer; Temporada 1; San Lucifer;;miércoles, 2 de enero de 2019;4
Lucifer; Temporada 1; Papi;;martes, 1 de enero de 2019;3
Lucifer; Temporada 1; Un padre entra a un bar;;martes, 1 de enero de 2019;3
Lucifer; Temporada 1; ¿Et tu, doctor?;;martes, 1 de enero de 2019;3
Lucifer; Temporada 1; Compañero alado;;martes, 1 de enero de 2019;3
Lucifer; Temporada 1; Hijo favorito;;martes, 1 de enero de 2019;3
Lucifer; Temporada 1; Lindos zapatos;;martes, 1 de enero de 2019;3
Lucifer; Temporada 1; Cosas de hombres;;lunes, 31 de diciembre de 2018;2
Lucifer; Temporada 1; El presunto Príncipe de las Tinieblas;;lunes, 31 de diciembre de 2018;2
Lucifer; Temporada 1; Quieto, Lucifer. Buen diablo.;;domingo, 30 de diciembre de 2018;1
Lucifer; Temporada 1; Piloto;;domingo, 30 de diciembre de 2018;1
Baby; Temporada 1; Títere;;domingo, 30 de diciembre de 2018;1
Bird Box - A ciegas;;;;sábado, 29 de diciembre de 2018;7
Rick y Morty; Temporada 3; ABC de Beth;;viernes, 28 de diciembre de 2018;6
Rick y Morty; Temporada 3; Los recuerdos de Morty;;martes, 25 de diciembre de 2018;3
Rick y Morty; Temporada 3; Cuentos de la Ciudadela;;lunes, 24 de diciembre de 2018;2
The Protector; Temporada 1; Episodio 1;;lunes, 24 de diciembre de 2018;2
Rick y Morty; Temporada 3; Descanso y Ricklajación;;domingo, 23 de diciembre de 2018;1
Rick y Morty; Temporada 3; La conspiración Whirly Dirly;;domingo, 23 de diciembre de 2018;1
Vikingos; Temporada 5; Momentos visionarios;;domingo, 23 de diciembre de 2018;1
Vikingos; Temporada 5; Una historia sencilla;;domingo, 23 de diciembre de 2018;1
Vikingos; Temporada 5; El chiste;;domingo, 23 de diciembre de 2018;1
Vikingos; Temporada 5; Luna llena;;domingo, 23 de diciembre de 2018;1
Vikingos; Temporada 5; El mensaje;;sábado, 22 de diciembre de 2018;7
Vikingos; Temporada 5; El prisionero;;sábado, 22 de diciembre de 2018;7
Vikingos; Temporada 5; El plan;;sábado, 22 de diciembre de 2018;7
Vikingos; Temporada 5; Patria;;viernes, 21 de diciembre de 2018;6
Rick y Morty; Temporada 3; Los vindicadores; El regreso de Destructor de Mundos;viernes, 21 de diciembre de 2018;6
Rick y Morty; Temporada 3; Pepinillo Rick;;viernes, 21 de diciembre de 2018;6
Rick y Morty; Temporada 3; Rickusando la piedra;;viernes, 21 de diciembre de 2018;6
Rick y Morty; Temporada 3; La redención de Rick;;jueves, 20 de diciembre de 2018;5
Vikingos; Temporada 5; Los difuntos;;jueves, 20 de diciembre de 2018;5
Vikingos; Temporada 5; El rey pescador;;jueves, 20 de diciembre de 2018;5
Vikingos; Temporada 4; La hora de la verdad;;miércoles, 19 de diciembre de 2018;4
Baby; Temporada 1; Superpoderes;;sábado, 1 de diciembre de 2018;7
The Sinner; Julian; Parte II;;lunes, 26 de noviembre de 2018;2
The Sinner; Julian; Parte I;;domingo, 25 de noviembre de 2018;1
Guardaespaldas; Temporada 1; Episodio 6;;domingo, 25 de noviembre de 2018;1
Guardaespaldas; Temporada 1; Episodio 5;;domingo, 25 de noviembre de 2018;1
Guardaespaldas; Temporada 1; Episodio 4;;lunes, 19 de noviembre de 2018;2
Guardaespaldas; Temporada 1; Episodio 3;;lunes, 19 de noviembre de 2018;2
Guardaespaldas; Temporada 1; Episodio 2;;lunes, 19 de noviembre de 2018;2
Guardaespaldas; Temporada 1; Episodio 1;;lunes, 19 de noviembre de 2018;2
House of Cards; Temporada 6; Capítulo 70;;domingo, 18 de noviembre de 2018;1
House of Cards; Temporada 6; Capítulo 69;;domingo, 18 de noviembre de 2018;1
House of Cards; Temporada 6; Capítulo 68;;sábado, 17 de noviembre de 2018;7
House of Cards; Temporada 6; Capítulo 67;;sábado, 17 de noviembre de 2018;7
Narcos; México; Temporada 1; Camelot;sábado, 17 de noviembre de 2018;7
Legítimo rey;;;;sábado, 17 de noviembre de 2018;7
House of Cards; Temporada 6; Capítulo 66;;lunes, 12 de noviembre de 2018;2
La ley de los audaces; Temporada 8; Socio director;;lunes, 5 de noviembre de 2018;2
La ley de los audaces; Temporada 8; Moción para postergar;;lunes, 5 de noviembre de 2018;2
La ley de los audaces; Temporada 8; Coral Gables;;domingo, 4 de noviembre de 2018;1
La ley de los audaces; Temporada 8; Frustración;;domingo, 4 de noviembre de 2018;1
La ley de los audaces; Temporada 8; Gatos, ballet y Harvey Specter;;domingo, 4 de noviembre de 2018;1
La ley de los audaces; Temporada 8; Adiós, lodo;;domingo, 4 de noviembre de 2018;1
La ley de los audaces; Temporada 8; Ingreso por metro cuadrado;;domingo, 4 de noviembre de 2018;1
La ley de los audaces; Temporada 8; Promesas;;lunes, 29 de octubre de 2018;2
La ley de los audaces; Temporada 8; Lucha por el poder;;domingo, 28 de octubre de 2018;1
La ley de los audaces; Temporada 8; Su mano derecha;;viernes, 26 de octubre de 2018;6
En pocas palabras; Temporada 1; Monogamia;;jueves, 18 de octubre de 2018;5
En pocas palabras; Temporada 1; Deportes electrónicos;;miércoles, 17 de octubre de 2018;4
Ozark; Temporada 2; La costa dorada;;martes, 16 de octubre de 2018;3
Ozark; Temporada 2; El tejón;;martes, 16 de octubre de 2018;3
Maniac; Miniserie; El Lago de las Nubes;;lunes, 15 de octubre de 2018;2
Maniac; Miniserie; Ceci n'est pas un simulacro;;lunes, 15 de octubre de 2018;2
Maniac; Miniserie; Problemas estructurales;;lunes, 15 de octubre de 2018;2
Maniac; Miniserie; Exactly Like You;;lunes, 15 de octubre de 2018;2
Maniac; Miniserie; Pieles de Sebastian;;lunes, 15 de octubre de 2018;2
Maniac; Miniserie; Un día de esos;;lunes, 15 de octubre de 2018;2
Maniac; Miniserie; Molinos de viento;;lunes, 15 de octubre de 2018;2
Maniac; Miniserie; El elegido;;lunes, 15 de octubre de 2018;2
Safe; Temporada 1; Episodio 1;;lunes, 15 de octubre de 2018;2
En pocas palabras; Temporada 1; El orgasmo femenino;;lunes, 15 de octubre de 2018;2
Ozark; Temporada 2; El sueño eterno;;domingo, 14 de octubre de 2018;1
Better Call Saul; Temporada 4; Ganador;;domingo, 14 de octubre de 2018;1
La llave maestra;;;;sábado, 13 de octubre de 2018;7
Jugando con el Alma; Episode 1;;;viernes, 12 de octubre de 2018;6
Better Call Saul; Temporada 4; Hasta la vista;;martes, 9 de octubre de 2018;3
Ozark; Temporada 2; La única salida;;martes, 2 de octubre de 2018;3
Better Call Saul; Temporada 4; Coushatta;;lunes, 1 de octubre de 2018;2
Ozark; Temporada 2; Las tinieblas de fuera;;lunes, 1 de octubre de 2018;2
Ozark; Temporada 2; Día D;;jueves, 27 de septiembre de 2018;5
Ozark; Temporada 2; En soledad;;jueves, 27 de septiembre de 2018;5
Ozark; Temporada 2; La maldición Langmore;;jueves, 27 de septiembre de 2018;5
Ozark; Temporada 2; La preciosa sangre de Jesús;;miércoles, 26 de septiembre de 2018;4
Ozark; Temporada 2; Compensación;;miércoles, 26 de septiembre de 2018;4
Ozark; Temporada 1; Suenan las campanas;;martes, 25 de septiembre de 2018;3
Ozark; Temporada 1; Café... Negro;;lunes, 24 de septiembre de 2018;2
Ozark; Temporada 1; Caleidoscopio;;lunes, 24 de septiembre de 2018;2
Ozark; Temporada 1; Caja nido;;domingo, 23 de septiembre de 2018;1
Ozark; Temporada 1; El libro de Ruth;;domingo, 23 de septiembre de 2018;1
Ozark; Temporada 1; Días dominantes;;domingo, 23 de septiembre de 2018;1
