Title.1;Title.2;Title.3;Title.4;Date;DiaSemana
Ozark; Temporada 1; Esta noche improvisamos;;domingo, 23 de septiembre de 2018;1
Ozark; Temporada 1; Insomnio;;domingo, 23 de septiembre de 2018;1
Ozark; Temporada 1; Blue Cat;;domingo, 23 de septiembre de 2018;1
InAPPropriate Comedy;;;;domingo, 23 de septiembre de 2018;1
Perfectos desconocidos;;;;sábado, 22 de septiembre de 2018;7
Gran Hotel; Temporada 1; Parte 1;;sábado, 22 de septiembre de 2018;7
American Vandal; Temporada 2; Dejar una marca;;sábado, 22 de septiembre de 2018;7
American Vandal; Temporada 2; El llamado del intestino;;sábado, 22 de septiembre de 2018;7
American Vandal; Temporada 2; La explosión marrón;;sábado, 22 de septiembre de 2018;7
Better Call Saul; Temporada 4; Algo estúpido;;sábado, 22 de septiembre de 2018;7
Boca Juniors Confidencial; Temporada 1; Sangre, sudor y gloria;;domingo, 16 de septiembre de 2018;1
Boca Juniors Confidencial; Temporada 1; Todos contra Boca;;domingo, 16 de septiembre de 2018;1
The End of the F***ing World; Temporada 1; Episodio 8;;domingo, 16 de septiembre de 2018;1
The End of the F***ing World; Temporada 1; Episodio 7;;domingo, 16 de septiembre de 2018;1
The End of the F***ing World; Temporada 1; Episodio 6;;domingo, 16 de septiembre de 2018;1
The End of the F***ing World; Temporada 1; Episodio 5;;domingo, 16 de septiembre de 2018;1
The End of the F***ing World; Temporada 1; Episodio 4;;domingo, 16 de septiembre de 2018;1
The End of the F***ing World; Temporada 1; Episodio 3;;domingo, 16 de septiembre de 2018;1
Better Call Saul; Temporada 4; Piñata;;domingo, 16 de septiembre de 2018;1
Boca Juniors Confidencial; Temporada 1; Forjando un sueño;;sábado, 15 de septiembre de 2018;7
Boca Juniors Confidencial; Temporada 1; La mitad + 1;;sábado, 15 de septiembre de 2018;7
The End of the F***ing World; Temporada 1; Episodio 2;;lunes, 10 de septiembre de 2018;2
The Fall; Temporada 3; Su solitario camino;;domingo, 9 de septiembre de 2018;1
The Fall; Temporada 3; Heridas de un odio mortal;;domingo, 9 de septiembre de 2018;1
Orphan Black; Temporada 5; Rectificar los errores de la mayoría;;domingo, 9 de septiembre de 2018;1
Orphan Black; Temporada 5; Una esclava encadenada;;domingo, 9 de septiembre de 2018;1
Orphan Black; Temporada 5; La guillotina decide;;domingo, 9 de septiembre de 2018;1
Un espía y medio;;;;miércoles, 5 de septiembre de 2018;4
Better Call Saul; Temporada 4; Qué locura, ¿no?;;martes, 4 de septiembre de 2018;3
Better Call Saul; Temporada 4; Habla;;martes, 4 de septiembre de 2018;3
Better Call Saul; Temporada 4; Algo hermoso;;martes, 4 de septiembre de 2018;3
Las leyes de la termodinámica;;;;martes, 4 de septiembre de 2018;3
Better Call Saul; Temporada 4; Respira;;lunes, 3 de septiembre de 2018;2
The Blacklist; Temporada 5; Sutton Ross (N.º 17);;domingo, 2 de septiembre de 2018;1
The Blacklist; Temporada 5; Lawrence Dane Devlin (N.º 26);;sábado, 1 de septiembre de 2018;7
The Blacklist; Temporada 5; Nicholas T. Moore (N.º 110);;sábado, 1 de septiembre de 2018;7
The Blacklist; Temporada 5; Ian Garvey (N.º 13); Conclusión;sábado, 1 de septiembre de 2018;7
The Blacklist; Temporada 5; Zarak Mosadek (N.º 23);;sábado, 1 de septiembre de 2018;7
The Blacklist; Temporada 5; Anna-Gracia Duerte (N.º 25);;domingo, 26 de agosto de 2018;1
The Blacklist; Temporada 5; El asesino de capricornio (N.º 19);;domingo, 26 de agosto de 2018;1
The Blacklist; Temporada 5; Pattie Sue Edwards (N.º 68);;sábado, 25 de agosto de 2018;7
The Blacklist; Temporada 5; Sr. Raleigh Sinclair III (N.º 51);;martes, 21 de agosto de 2018;3
The Blacklist; Temporada 5; La mano invisible;;domingo, 19 de agosto de 2018;1
The Blacklist; Temporada 5; El cocinero (N.º 56);;domingo, 19 de agosto de 2018;1
The Blacklist; Temporada 5; Abraham Stern (N.º 100);;sábado, 18 de agosto de 2018;7
The Blacklist; Temporada 5; El informante (N.º 118);;sábado, 18 de agosto de 2018;7
The Blacklist; Temporada 5; Perdición;;sábado, 18 de agosto de 2018;7
The Blacklist; Temporada 5; Ian Garvey (N.º 13);;sábado, 18 de agosto de 2018;7
The Blacklist; Temporada 5; La corporación Killgannon (N.º 48);;sábado, 18 de agosto de 2018;7
The Blacklist; Temporada 5; La agencia de viajes (N.º 90);;sábado, 18 de agosto de 2018;7
The Blacklist; Temporada 5; Ilyas Surkov (N.º 54);;viernes, 17 de agosto de 2018;6
The Blacklist; Temporada 5; El desenlace (N.º 44);;miércoles, 15 de agosto de 2018;4
The Blacklist; Temporada 5; Rebecca Thrall (N.º 76);;martes, 14 de agosto de 2018;3
The Blacklist; Temporada 5; Greyson Blaise (N.º 37);;domingo, 12 de agosto de 2018;1
The Blacklist; Temporada 5; Smokey Putnum (N.º 30);;domingo, 12 de agosto de 2018;1
Designated Survivor; Temporada 2; Corre;;sábado, 11 de agosto de 2018;7
Designated Survivor; Temporada 2; Objetivo;;sábado, 11 de agosto de 2018;7
Designated Survivor; Temporada 2; Interferencia;;sábado, 11 de agosto de 2018;7
Designated Survivor; Temporada 2; Capacidades;;sábado, 11 de agosto de 2018;7
Better Call Saul; Temporada 4; Humo;;viernes, 10 de agosto de 2018;6
Designated Survivor; Temporada 2; Kirkman en problemas;;lunes, 6 de agosto de 2018;2
Designated Survivor; Temporada 2; Fuerza excesiva;;domingo, 5 de agosto de 2018;1
Designated Survivor; Temporada 2; Consecuencias;;domingo, 5 de agosto de 2018;1
Designated Survivor; Temporada 2; Cumbre;;domingo, 5 de agosto de 2018;1
The Fall; Temporada 3; El infierno en su seno;;domingo, 29 de julio de 2018;1
Peaky Blinders; Temporada 4; La compañía;;domingo, 29 de julio de 2018;1
Peaky Blinders; Temporada 4; El duelo;;domingo, 29 de julio de 2018;1
Peaky Blinders; Temporada 4; Peligrosa;;sábado, 28 de julio de 2018;7
Peaky Blinders; Temporada 4; Mirlo;;sábado, 28 de julio de 2018;7
Peaky Blinders; Temporada 4; Paganos;;viernes, 27 de julio de 2018;6
Peaky Blinders; Temporada 4; La horca;;miércoles, 25 de julio de 2018;4
Peaky Blinders; Temporada 3; Episodio 6;;lunes, 23 de julio de 2018;2
Peaky Blinders; Temporada 3; Episodio 5;;lunes, 23 de julio de 2018;2
Peaky Blinders; Temporada 3; Episodio 4;;domingo, 22 de julio de 2018;1
Peaky Blinders; Temporada 3; Episodio 3;;domingo, 22 de julio de 2018;1
Peaky Blinders; Temporada 3; Episodio 2;;domingo, 22 de julio de 2018;1
Peaky Blinders; Temporada 3; Episodio 1;;sábado, 21 de julio de 2018;7
Peaky Blinders; Temporada 2; Episodio 6;;sábado, 21 de julio de 2018;7
Peaky Blinders; Temporada 2; Episodio 5;;sábado, 21 de julio de 2018;7
Peaky Blinders; Temporada 2; Episodio 4;;viernes, 20 de julio de 2018;6
Peaky Blinders; Temporada 2; Episodio 3;;domingo, 15 de julio de 2018;1
ENCERRADOS; Rutina;;;domingo, 15 de julio de 2018;1
ENCERRADOS; Sesión extraordinaria;;;domingo, 15 de julio de 2018;1
ENCERRADOS; Laundry;;;domingo, 15 de julio de 2018;1
ENCERRADOS; Bajas;;;domingo, 15 de julio de 2018;1
Luciano Mellera - Infantiloide;;;;jueves, 12 de julio de 2018;5
The Rain; Temporada 1; No salgan;;jueves, 21 de junio de 2018;5
Peaky Blinders; Temporada 2; Episodio 2;;domingo, 17 de junio de 2018;1
Designated Survivor; Temporada 2; En la oscuridad;;domingo, 17 de junio de 2018;1
Set It Up -  El plan imperfecto;;;;domingo, 17 de junio de 2018;1
Designated Survivor; Temporada 2; Pecado original;;sábado, 16 de junio de 2018;7
Designated Survivor; Temporada 2; La frontera final;;miércoles, 13 de junio de 2018;4
Designated Survivor; Temporada 2; Dolor;;domingo, 10 de junio de 2018;1
Ray Donovan; Temporada 3; Apretón de manos;;domingo, 10 de junio de 2018;1
La ley de los audaces; Temporada 7; Adiós;;sábado, 9 de junio de 2018;7
La ley de los audaces; Temporada 7; Lloriqueando;;sábado, 9 de junio de 2018;7
La ley de los audaces; Temporada 7; Basta de anticonceptivos;;sábado, 9 de junio de 2018;7
La ley de los audaces; Temporada 7; La despedida;;sábado, 9 de junio de 2018;7
La ley de los audaces; Temporada 7; Un hombre malo;;sábado, 9 de junio de 2018;7
La ley de los audaces; Temporada 7; Verdades difíciles;;jueves, 7 de junio de 2018;5
La ley de los audaces; Temporada 7; Donna;;miércoles, 6 de junio de 2018;4
Rick y Morty; Temporada 2; La squanch-boda;;lunes, 4 de junio de 2018;2
Rick y Morty; Temporada 2; El día de la purga;;lunes, 4 de junio de 2018;2
Rick y Morty; Temporada 2; Televisión interdimensional 2;;domingo, 3 de junio de 2018;1
Rick y Morty; Temporada 2; Problemas con mini-Rick;;domingo, 3 de junio de 2018;1
Rick y Morty; Temporada 2; Los Ricks deben estar locos;;domingo, 3 de junio de 2018;1
Rick y Morty; Temporada 2; Ponte ricoso;;domingo, 3 de junio de 2018;1
Rick y Morty; Temporada 2; Rick, vengador del futuro;;domingo, 3 de junio de 2018;1
Rick y Morty; Temporada 2; Asimilación autoerótica;;sábado, 2 de junio de 2018;7
Rick y Morty; Temporada 2; Morty escapa en la noche;;martes, 29 de mayo de 2018;3
Rick y Morty; Temporada 2; Rupturas en el tiempo;;lunes, 28 de mayo de 2018;2
Rick y Morty; Temporada 1; Es hora de la fiesta;;lunes, 28 de mayo de 2018;2
Rick y Morty; Temporada 1; Encuentros cercanos a lo Rick;;lunes, 28 de mayo de 2018;2
Riverdale; Temporada 1; Capítulo 2; Las sombras del mal;lunes, 28 de mayo de 2018;2
Peaky Blinders; Temporada 2; Episodio 1;;domingo, 27 de mayo de 2018;1
Rick y Morty; Temporada 1; Cosas necesarias;;domingo, 27 de mayo de 2018;1
Rick y Morty; Temporada 1; Televisión interdimensional;;domingo, 27 de mayo de 2018;1
Happy!; Temporada 1; San Nick;;domingo, 27 de mayo de 2018;1
Rick y Morty; Temporada 1; Criando un Gazorpazorp;;domingo, 27 de mayo de 2018;1
Rick y Morty; Temporada 1; La poción de Rick;;domingo, 27 de mayo de 2018;1
Rick y Morty; Temporada 1; Meeseeks destructores;;domingo, 27 de mayo de 2018;1
Peaky Blinders; Temporada 1; Episodio 6;;domingo, 27 de mayo de 2018;1
Fernando Sanjiao - Hombre;;;;domingo, 27 de mayo de 2018;1
Riverdale; Temporada 1; Capítulo 1; Corrientes traicioneras;domingo, 27 de mayo de 2018;1
Rick y Morty; Temporada 1; La simulación alienígena;;domingo, 27 de mayo de 2018;1
Rick y Morty; Temporada 1; Parque anatómico;;domingo, 27 de mayo de 2018;1
Rick y Morty; Temporada 1; Invasión canina;;sábado, 26 de mayo de 2018;7
Rick y Morty; Temporada 1; Buscando las semillas;;sábado, 26 de mayo de 2018;7
Peaky Blinders; Temporada 1; Episodio 5;;viernes, 25 de mayo de 2018;6
Peaky Blinders; Temporada 1; Episodio 1;;domingo, 20 de mayo de 2018;1
Peaky Blinders; Temporada 1; Episodio 4;;viernes, 18 de mayo de 2018;6
Peaky Blinders; Temporada 1; Episodio 3;;viernes, 18 de mayo de 2018;6
Peaky Blinders; Temporada 1; Episodio 2;;lunes, 14 de mayo de 2018;2
Guardianes de la galaxia;;;;domingo, 6 de mayo de 2018;1
Ray Donovan; Temporada 3; Desayuno de campeones;;jueves, 3 de mayo de 2018;5
Ray Donovan; Temporada 3; Tres son multitud;;jueves, 3 de mayo de 2018;5
Ray Donovan; Temporada 3; Bobo;;jueves, 3 de mayo de 2018;5
Ray Donovan; Temporada 3; El Kalamazoo;;martes, 1 de mayo de 2018;3
Ray Donovan; Temporada 2; El Capitán;;lunes, 30 de abril de 2018;2
Ray Donovan; Temporada 2; Rodef;;lunes, 30 de abril de 2018;2
Ray Donovan; Temporada 2; Volcheck;;lunes, 30 de abril de 2018;2
Ray Donovan; Temporada 2; Copo de nieve;;lunes, 30 de abril de 2018;2
Ray Donovan; Temporada 2; Sunny;;domingo, 29 de abril de 2018;1
Ray Donovan; Temporada 2; Walk This Way;;domingo, 29 de abril de 2018;1
Ray Donovan; Temporada 2; Viagra;;domingo, 29 de abril de 2018;1
Ray Donovan; Temporada 2; Primavera irlandesa;;domingo, 29 de abril de 2018;1
Ray Donovan; Temporada 2; Palabras cruzadas;;domingo, 29 de abril de 2018;1
Ray Donovan; Temporada 2; Casa de empeño;;domingo, 29 de abril de 2018;1
Ray Donovan; Temporada 2; En Uber;;domingo, 29 de abril de 2018;1
Ray Donovan; Temporada 2; Yo soy capitán;;sábado, 28 de abril de 2018;7
Ray Donovan; Temporada 1; Exactamente lo mismo;;viernes, 27 de abril de 2018;6
La peor semana;;;;viernes, 27 de abril de 2018;6
No soy un hombre fácil;;;;jueves, 26 de abril de 2018;5
Ricky Gervais - Humanity;;;;jueves, 26 de abril de 2018;5
Los 100; Temporada 4; Praimfaya;;lunes, 23 de abril de 2018;2
Los 100; Temporada 4; Los elegidos;;lunes, 23 de abril de 2018;2
Los 100; Temporada 4; El otro lado;;lunes, 23 de abril de 2018;2
Los 100; Temporada 4; Todos o ninguno;;lunes, 23 de abril de 2018;2
Los 100; Temporada 4; No resucitar;;lunes, 23 de abril de 2018;2
Los 100; Temporada 4; Complejo de Dios;;domingo, 22 de abril de 2018;1
Los 100; Temporada 4; Refúgiame;;domingo, 22 de abril de 2018;1
Los 100; Temporada 4; Pelear o huir;;sábado, 21 de abril de 2018;7
Los 100; Temporada 4; El polvorín;;sábado, 21 de abril de 2018;7
Los 100; Temporada 4; Una mentira bien guardada;;jueves, 19 de abril de 2018;5
Los 100; Temporada 4; Los cuatro jinetes;;lunes, 16 de abril de 2018;2
Los 100; Temporada 4; Pesada es la corona;;lunes, 16 de abril de 2018;2
Todo lo que sería Lucas Lauriente;;;;lunes, 16 de abril de 2018;2
Los 100; Temporada 4; Ecos;;viernes, 13 de abril de 2018;6
La casa de papel; Parte 2; Episodio 9;;viernes, 13 de abril de 2018;6
La casa de papel; Parte 2; Episodio 8;;viernes, 13 de abril de 2018;6
La casa de papel; Parte 2; Episodio 7;;viernes, 13 de abril de 2018;6
La casa de papel; Parte 2; Episodio 6;;viernes, 13 de abril de 2018;6
La casa de papel; Parte 2; Episodio 5;;viernes, 13 de abril de 2018;6
La casa de papel; Parte 2; Episodio 4;;viernes, 13 de abril de 2018;6
La casa de papel; Parte 2; Episodio 3;;viernes, 13 de abril de 2018;6
La casa de papel; Parte 2; Episodio 2;;viernes, 13 de abril de 2018;6
La casa de papel; Parte 2; Episodio 1;;viernes, 13 de abril de 2018;6
El mecanismo; Temporada 1; Juicio final;;viernes, 13 de abril de 2018;6
El mecanismo; Temporada 1; El último respiro;;jueves, 12 de abril de 2018;5
El mecanismo; Temporada 1; Lo sabían todo;;martes, 10 de abril de 2018;3
El mecanismo; Temporada 1; Ojos rojos;;martes, 10 de abril de 2018;3
El mecanismo; Temporada 1; Pared falsa;;lunes, 9 de abril de 2018;2
El mecanismo; Temporada 1; Vienen vientos fríos del sur;;domingo, 8 de abril de 2018;1
El mecanismo; Temporada 1; Halva;;domingo, 8 de abril de 2018;1
El mecanismo; Temporada 1; Lavado de autos;;domingo, 8 de abril de 2018;1
Tony Robbins - A Date With Destiny;;;;sábado, 7 de abril de 2018;7
Argo;;;;jueves, 5 de abril de 2018;5
Merlí; Temporada 3; Episodio 14;;lunes, 2 de abril de 2018;2
Merlí; Temporada 3; Episodio 13;;lunes, 2 de abril de 2018;2
Merlí; Temporada 3; Episodio 12;;lunes, 2 de abril de 2018;2
Merlí; Temporada 3; Episodio 11;;lunes, 2 de abril de 2018;2
Merlí; Temporada 3; Episodio 10;;lunes, 2 de abril de 2018;2
Merlí; Temporada 1; Maquiavelo;;viernes, 30 de marzo de 2018;6
Hambre de poder;;;;viernes, 30 de marzo de 2018;6
Merlí; Temporada 3; Episodio 9;;viernes, 30 de marzo de 2018;6
Merlí; Temporada 3; Episodio 8;;viernes, 30 de marzo de 2018;6
Merlí; Temporada 3; Episodio 7;;viernes, 30 de marzo de 2018;6
Merlí; Temporada 3; Episodio 6;;viernes, 30 de marzo de 2018;6
Merlí; Temporada 3; Episodio 5;;jueves, 29 de marzo de 2018;5
Merlí; Temporada 3; Episodio 4;;jueves, 29 de marzo de 2018;5
Merlí; Temporada 3; Episodio 3;;miércoles, 28 de marzo de 2018;4
Merlí; Temporada 3; Episodio 2;;miércoles, 28 de marzo de 2018;4
Merlí; Temporada 3; Episodio 1;;miércoles, 28 de marzo de 2018;4
Merlí; Temporada 2; Episodio 13;;lunes, 26 de marzo de 2018;2
Merlí; Temporada 2; Episodio 12;;lunes, 26 de marzo de 2018;2
Merlí; Temporada 2; Episodio 11;;domingo, 25 de marzo de 2018;1
Merlí; Temporada 2; Episodio 10;;domingo, 25 de marzo de 2018;1
Merlí; Temporada 2; Episodio 9;;domingo, 25 de marzo de 2018;1
Merlí; Temporada 2; Episodio 8;;domingo, 25 de marzo de 2018;1
Merlí; Temporada 2; Episodio 7;;viernes, 23 de marzo de 2018;6
Merlí; Temporada 2; Episodio 6;;jueves, 22 de marzo de 2018;5
Merlí; Temporada 2; Episodio 5;;martes, 20 de marzo de 2018;3
Merlí; Temporada 2; Episodio 4;;martes, 20 de marzo de 2018;3
Merlí; Temporada 2; Episodio 3;;martes, 20 de marzo de 2018;3
Merlí; Temporada 2; Episodio 2;;martes, 20 de marzo de 2018;3
Merlí; Temporada 2; Episodio 1;;lunes, 19 de marzo de 2018;2
Merlí; Temporada 1; Nietzsche;;lunes, 19 de marzo de 2018;2
Merlí; Temporada 1; Hume;;lunes, 19 de marzo de 2018;2
Merlí; Temporada 1; Los sofistas;;lunes, 19 de marzo de 2018;2
Merlí; Temporada 1; Los escépticos;;domingo, 18 de marzo de 2018;1
Merlí; Temporada 1; Epicuro;;domingo, 18 de marzo de 2018;1
Merlí; Temporada 1; Guy Debord;;domingo, 18 de marzo de 2018;1
Merlí; Temporada 1; Foucault;;domingo, 18 de marzo de 2018;1
Merlí; Temporada 1; Schopenhauer;;domingo, 18 de marzo de 2018;1
Merlí; Temporada 1; Sócrates;;domingo, 18 de marzo de 2018;1
Merlí; Temporada 1; Aristóteles;;domingo, 18 de marzo de 2018;1
Merlí; Temporada 1; Platón;;domingo, 18 de marzo de 2018;1
Merlí; Temporada 1; Los peripatéticos;;domingo, 18 de marzo de 2018;1
Dinastía; Temporada 1; La culpa es para personas inseguras;;domingo, 11 de febrero de 2018;1
Dinastía; Temporada 1; Solo existo para mí;;domingo, 11 de febrero de 2018;1
Dinastía; Temporada 1; Tan privado como un circo;;domingo, 11 de febrero de 2018;1
Dinastía; Temporada 1; Escúpela;;sábado, 10 de febrero de 2018;7
Dinastía; Temporada 1; Casi no te reconocí;;sábado, 10 de febrero de 2018;7
La casa de papel; Parte 1; Episodio 13;;jueves, 1 de febrero de 2018;5
La casa de papel; Parte 1; Episodio 12;;jueves, 1 de febrero de 2018;5
La casa de papel; Parte 1; Episodio 11;;jueves, 1 de febrero de 2018;5
La casa de papel; Parte 1; Episodio 10;;jueves, 1 de febrero de 2018;5
La casa de papel; Parte 1; Episodio 9;;jueves, 1 de febrero de 2018;5
La casa de papel; Parte 1; Episodio 8;;miércoles, 31 de enero de 2018;4
La casa de papel; Parte 1; Episodio 7;;miércoles, 31 de enero de 2018;4
La casa de papel; Parte 1; Episodio 6;;miércoles, 31 de enero de 2018;4
La casa de papel; Parte 1; Episodio 5;;miércoles, 31 de enero de 2018;4
La casa de papel; Parte 1; Episodio 4;;miércoles, 31 de enero de 2018;4
La casa de papel; Parte 1; Episodio 3;;miércoles, 31 de enero de 2018;4
La casa de papel; Parte 1; Episodio 2;;miércoles, 31 de enero de 2018;4
La casa de papel; Parte 1; Episodio 1;;miércoles, 31 de enero de 2018;4
The Fall; Temporada 3; Las puertas de la luz;;miércoles, 31 de enero de 2018;4
The Fall; Temporada 3; Sus turbados pensamientos;;lunes, 29 de enero de 2018;2
Whiplash - Música y obsesión;;;;lunes, 29 de enero de 2018;2
Gypsy; Temporada 1; Marfa;;martes, 23 de enero de 2018;3
Gypsy; Temporada 1; Euforia;;martes, 23 de enero de 2018;3
Gypsy; Temporada 1; Hotel Vagabond;;martes, 23 de enero de 2018;3
Gypsy; Temporada 1; La comunidad;;martes, 23 de enero de 2018;3
Gypsy; Temporada 1; 309;;lunes, 22 de enero de 2018;2
Gypsy; Temporada 1; A la deriva;;lunes, 22 de enero de 2018;2
Gypsy; Temporada 1; Parada Morgan;;lunes, 22 de enero de 2018;2
Gypsy; Temporada 1; La madriguera;;domingo, 21 de enero de 2018;1
Stranger Things; Stranger Things 2; Capítulo cinco; Dig Dug;miércoles, 17 de enero de 2018;4
Stranger Things; Stranger Things 2; Capítulo cuatro; Will, el Sabio;martes, 16 de enero de 2018;3
Fargo; Temporada 1; El asno de Buridán;;jueves, 11 de enero de 2018;5
Black Mirror; Temporada 2; Oso blanco;;miércoles, 10 de enero de 2018;4
Black Mirror; Temporada 2; Vuelvo enseguida;;martes, 9 de enero de 2018;3
Black Mirror; Temporada 3; Caída en picada;;martes, 9 de enero de 2018;3
Black Mirror; Temporada 3; Cállate y baila;;domingo, 7 de enero de 2018;1
Black Mirror; Temporada 3; Partida;;domingo, 7 de enero de 2018;1
The End of the F***ing World; Temporada 1; Episodio 1;;domingo, 7 de enero de 2018;1
Black Mirror; Temporada 3; San Junípero;;sábado, 6 de enero de 2018;7
Black Mirror; Temporada 4; Hang the DJ;;viernes, 5 de enero de 2018;6
Stranger Things; Stranger Things 2; Capítulo tres; El renacuajo;viernes, 5 de enero de 2018;6
Stranger Things; Stranger Things 2; Capítulo dos; Dulce o truco, bicho raro;domingo, 31 de diciembre de 2017;1
Stranger Things; Stranger Things 2; Capítulo uno; MADMAX;domingo, 31 de diciembre de 2017;1
La Mantis; Temporada 1; Episodio 1;;sábado, 30 de diciembre de 2017;7
Fargo; Temporada 1; Los seis inalcanzables;;martes, 26 de diciembre de 2017;3
Fargo; Temporada 1; Comerse la culpa;;domingo, 24 de diciembre de 2017;1
Designated Survivor; Temporada 2; En la línea del fuego;;domingo, 24 de diciembre de 2017;1
Fargo; Temporada 1; Un camino embarrado;;domingo, 24 de diciembre de 2017;1
Fargo; Temporada 1; El príncipe gallo;;sábado, 23 de diciembre de 2017;7
Fargo; Temporada 1; La paradoja del cocodrilo;;sábado, 23 de diciembre de 2017;7
Manhunt; Unabomber; EE. UU. contra Theodore J. Kaczynski;;martes, 19 de diciembre de 2017;3
Designated Survivor; Temporada 2; Día de las tres cartas;;lunes, 18 de diciembre de 2017;2
Manhunt; Unabomber; Lincoln;;domingo, 17 de diciembre de 2017;1
Manhunt; Unabomber; Ted;;sábado, 16 de diciembre de 2017;7
Manhunt; Unabomber; Refugio;;sábado, 16 de diciembre de 2017;7
Manhunt; Unabomber; Publicar o perecer;;sábado, 16 de diciembre de 2017;7
Manhunt; Unabomber; Fruto del árbol venenoso;;sábado, 16 de diciembre de 2017;7
Manhunt; Unabomber; Gua pura;;sábado, 16 de diciembre de 2017;7
Manhunt; Unabomber; UNABOM;;viernes, 15 de diciembre de 2017;6
Stranger Things; Capítulo ocho; El otro lado;;miércoles, 13 de diciembre de 2017;4
Stranger Things; Capítulo siete; La bañera;;miércoles, 13 de diciembre de 2017;4
Stranger Things; Capítulo seis; El monstruo;;martes, 12 de diciembre de 2017;3
Stranger Things; Capítulo cinco; La pulga y el acróbata;;martes, 12 de diciembre de 2017;3
Stranger Things; Capítulo cuatro; El cuerpo;;martes, 12 de diciembre de 2017;3
Stranger Things; Capítulo tres; Todo está bien;;lunes, 11 de diciembre de 2017;2
Stranger Things; Capítulo dos; La loca de la calle Maple;;lunes, 11 de diciembre de 2017;2
Stranger Things; Capítulo uno; La desaparición de Will Byers;;domingo, 10 de diciembre de 2017;1
Designated Survivor; Temporada 2; A casa;;domingo, 10 de diciembre de 2017;1
Marvel - The Punisher; Temporada 1; Memento mori;;domingo, 10 de diciembre de 2017;1
Marvel - The Punisher; Temporada 1; Hogar;;sábado, 9 de diciembre de 2017;7
Marvel - The Punisher; Temporada 1; Precaución extrema;;sábado, 9 de diciembre de 2017;7
Marvel - The Punisher; Temporada 1; La virtud de los depravados;;miércoles, 6 de diciembre de 2017;4
Marvel - The Punisher; Temporada 1; Este lado hacia el enemigo;;martes, 5 de diciembre de 2017;3
Marvel - The Punisher; Temporada 1; Acero frío;;domingo, 3 de diciembre de 2017;1
Marvel - The Punisher; Temporada 1; En la mira;;domingo, 3 de diciembre de 2017;1
Marvel - The Punisher; Temporada 1; La cabra de Judas;;domingo, 3 de diciembre de 2017;1
Marvel - The Punisher; Temporada 1; Gunner;;sábado, 2 de diciembre de 2017;7
Marvel - The Punisher; Temporada 1; Suministros;;sábado, 2 de diciembre de 2017;7
Marvel - The Punisher; Temporada 1; Kandahar;;sábado, 2 de diciembre de 2017;7
Marvel - The Punisher; Temporada 1; Dos hombres muertos;;sábado, 2 de diciembre de 2017;7
Marvel - The Punisher; Temporada 1; 3 a. m.;;sábado, 2 de diciembre de 2017;7
The Fall; Temporada 3; Silencio y sufrimiento;;viernes, 1 de diciembre de 2017;6
How to Get Away With Murder; Temporada 3; Ahora somos buenas personas;;jueves, 30 de noviembre de 2017;5
The Sinner; Cora; Parte VIII;;miércoles, 29 de noviembre de 2017;4
The Sinner; Cora; Parte VII;;miércoles, 29 de noviembre de 2017;4
The Sinner; Cora; Parte VI;;martes, 28 de noviembre de 2017;3
The Sinner; Cora; Parte V;;martes, 28 de noviembre de 2017;3
The Sinner; Cora; Parte IV;;domingo, 26 de noviembre de 2017;1
The Sinner; Cora; Parte III;;domingo, 26 de noviembre de 2017;1
The Sinner; Cora; Parte II;;domingo, 26 de noviembre de 2017;1
The Sinner; Cora; Parte I;;domingo, 26 de noviembre de 2017;1
Designated Survivor; Temporada 2; Lazos de familia;;sábado, 25 de noviembre de 2017;7
The Fall; Temporada 2; Ilumina lo que en mí es oscuro;;viernes, 24 de noviembre de 2017;6
The Fall; Temporada 2; Combatir sola al enemigo osado;;jueves, 23 de noviembre de 2017;5
The Fall; Temporada 2; El espíritu lleva su propia morada;;martes, 21 de noviembre de 2017;3
The Fall; Temporada 2; La belleza posee un extraño poder;;martes, 21 de noviembre de 2017;3
The Fall; Temporada 2; La noche tiende su manto por las calles;;lunes, 20 de noviembre de 2017;2
The Fall; Temporada 2; El molesto disfraz;;lunes, 20 de noviembre de 2017;2
The Fall; Temporada 1; El gran abismo;;domingo, 19 de noviembre de 2017;1
The Fall; Temporada 1; Mi atrevido canto;;domingo, 19 de noviembre de 2017;1
Designated Survivor; Temporada 2; Dos buques;;sábado, 18 de noviembre de 2017;7
Designated Survivor; Temporada 2; Idiota;;sábado, 18 de noviembre de 2017;7
Designated Survivor; Temporada 2; Equilibrio;;sábado, 18 de noviembre de 2017;7
Designated Survivor; Temporada 2; El brote;;sábado, 18 de noviembre de 2017;7
Designated Survivor; Temporada 2; Ponzoña;;domingo, 12 de noviembre de 2017;1
MINDHUNTER; Temporada 1; Episodio 10;;domingo, 12 de noviembre de 2017;1
MINDHUNTER; Temporada 1; Episodio 9;;sábado, 11 de noviembre de 2017;7
MINDHUNTER; Temporada 1; Episodio 8;;sábado, 11 de noviembre de 2017;7
MINDHUNTER; Temporada 1; Episodio 7;;sábado, 11 de noviembre de 2017;7
MINDHUNTER; Temporada 1; Episodio 6;;lunes, 6 de noviembre de 2017;2
MINDHUNTER; Temporada 1; Episodio 5;;domingo, 5 de noviembre de 2017;1
MINDHUNTER; Temporada 1; Episodio 4;;domingo, 5 de noviembre de 2017;1
MINDHUNTER; Temporada 1; Episodio 3;;sábado, 4 de noviembre de 2017;7
